id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
876787547,How Package Designers Use Science to Influence Your Subconscious Mind,,"How do you sell shoppers on duck, a product that&rsquo;s served in many restaurants but that many people do not feel comfortable cooking at home?",http://www.adweek.com/brand-marketing/how-package-designers-use-science-influence-your-subconscious-mind-158319,my_library,"influence-persuasion, packaging",2022-07-19T00:30:05.000Z,https://www.adweek.com/wp-content/uploads/files/tt-neuroscience-hed-2014_0.jpg?w=600&h=315&crop=1,,False
