id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
876779892,Mastering spaCy | Data | eBook,,An end-to-end practical guide to implementing NLP applications using the Python ecosystem. 1 customer review. Instant delivery. Top rated Mobile Application Development products.,https://www.packtpub.com/product/mastering-spacy/9781800563353,my_library,"books, nlp, spacy",2021-09-07T22:04:32.000Z,,,False
