id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
876775727,Sentinel Playground | Sentinel Hub,,"Sentinel-2 L1C imagery taken on October 15, 2024",https://apps.sentinel-hub.com/sentinel-playground,my_library,"geography, satellite",2020-07-30T14:56:14.000Z,"https://services.sentinel-hub.com/ogc/wms/b0eec84c-9a8b-4186-8bd1-b79f90329fab?showLogo=false&service=WMS&request=GetMap&layers=1_NATURAL_COL0R&styles=&format=image%2Fjpeg&transparent=false&version=1.1.1&name=sentinel2&height=400&width=400&maxcc=100&priority=mostRecent&gain=1&gamma=1&ATMFILTER=none&time=2015-01-01%2F2024-10-15&srs=EPSG%3A3857&evalsource=S2&PREVIEW=3&bbox=-425006,4899849,-405438,4919417",,False
