id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
876772737,ChessRoots - Chess opening graph from over 800 million Chess games,,"Chess openings visualized from over 800 million Lichess games, 2 million tournament games and 1 million chess engine games.",https://www.chessroots.com,my_library,"chess, game-theory, gaming",2019-12-05T02:44:02.000Z,https://www.chessroots.com/img/kinghigh.png,,False
