id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
876778951,Datasets should behave like git repositories | by Simon Lousky | Towards Da,,"Create, maintain, and contribute to a long-living dataset that will update itself automatically across projects.",https://towardsdatascience.com/datasets-should-behave-like-git-repositories-9acb83a0dae5,my_library,"databases, datasets, git",2021-05-05T15:14:28.000Z,https://miro.medium.com/v2/resize:fit:921/0*k9KMawpBa23-Vw0P.png,,False
