id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
876790701,How Does Human Echolocation Work? | Innovation| Smithsonian Magazine,,"Blind since he was very young, Daniel Kish is the world's foremost proponent of using vocal clicks to navigate",https://www.smithsonianmag.com/innovation/how-does-human-echolocation-work-180965063,my_library,"audio, neurology",2023-02-14T13:41:47.000Z,https://th-thumbnailer.cdn-si-edu.com/V8Ltyi9Mvu1yzIYwyIQTaASPRb8=/fit-in/1600x0/https://tf-cmsv2-smithsonianmag-media.s3.amazonaws.com/filer/d4/83/d4830d3e-44d2-43e3-b0af-b8efff04b40e/daniel_kish.jpg,,False
