id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
876796974,"Bumble, Apple, and the art of the advertising apology",,"The five types of advertising apologies, explained.",https://www.fastcompany.com/91127353/bumble-apple-and-the-art-of-the-advertising-apology?amp;utm_campaign=rss+fastcompany&amp;utm_content=rss&amp;utm_medium=feed&amp;utm_source=rss&partner=rss,my_library,"advertising-commercials, apologies",2024-05-20T14:28:30.000Z,"https://images.fastcompany.com/image/upload/f_auto,q_auto,c_fit,w_1024,h_1024/wp-cms-2/2024/05/p-1-91127353-bumble-apple-and-advertising.jpg",,False
