id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
876797223,On being laid off & unplanned entrepreneurship - Deep South Ventures,,"〰️ it’s weird to look back; I sometimes get confused on how I got here 〰️ Most folks dream of being entrepreneur; “a path that seemed inevitable“, they say. None of that shit applies to me. I’m only here cause I kept getting laid off and that nonsense infuriated me. I treated my first layoff ... Read more",https://www.deepsouthventures.com/on-being-laid-off-unplanned-entrepreneurship,my_library,"seo, startups",2024-06-17T20:46:42.000Z,https://www.deepsouthventures.com/wp-content/uploads/highlands-nc-whiteside-mountain-nc.jpeg,,False
