id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
876784192,"AWS for Industry, But Better: The Railroad Investment Case",,Plus! Smart Margin; Peak College?; Two-Sided Markets; Bonds; Diff Jobs,https://www.thediff.co/p/aws-for-industry-but-better-the-railroad,my_library,"economics, railroads, supply-chain",2022-06-13T10:02:55.000Z,"https://www.thediff.co/content/images/image/fetch/w_1200,h_600,c_limit,f_jpg,q_auto:good,fl_progressive:steep/https-3a-2f-2fbucketeer-e05bbc84-baa3-437e-9518-adb32be77984.s3.amazonaws.com-2fpublic-2fimages-2f73df801a-75a9-4c9e-a54f-95c3d8a919bd_1398x821.jpg",,False
