id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
876795319,The Math behind Adam Optimizer | by Cristian Leo | in Towards Data Science,,Why is Adam the most popular optimizer in Deep Learning? Let&#39s understand it by diving into...,https://freedium.cfd/https://towardsdatascience.com/the-math-behind-adam-optimizer-c41407efe59b,my_library,"deep-learning, optimization",2024-03-05T00:17:51.000Z,,,False
