id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
876769062,Visualizing classifier thresholds | R-bloggers,,"Lately I’ve been thinking a lot about the connection between prediction models and the decisions that they influence. There is a lot of theory around this, but communicating how the various pieces all fit together with the folks who will use and be impacted by these decisions can be challenging. One of the important conceptual pieces […]",https://www.r-bloggers.com/visualizing-classifier-thresholds,my_library,"classification, _r_",2017-12-27T18:03:48.000Z,https://bayesianbiologist.files.wordpress.com/2017/11/screen-shot-2017-11-13-at-11-16-26-am.png?w=640,,False
