id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
876796984,DOJ Mulls Hitting Live Nation With a Terrible Swift&nbsp;Sword,,"If the Justice Department sues Live Nation and Ticketmaster, it will be armed with antitrust arguments. But the defendants will have defenses ready.",https://www.sportico.com/law/analysis/2024/doj-live-nation-ticketmaster-defenses-1234779662,my_library,"antitrust, tickets",2024-05-21T03:11:44.000Z,https://www.sportico.com/wp-content/uploads/2024/05/GettyImages-1730626308-e1716226535837.jpg?w=1024,,False
