id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
876788563,Auction 108: 2.5 GHz Band | Federal Communications Commission,,"The page you requested might have been removed, renamed or is temporarily unavailable.",https://www.fcc.gov/auction/108/factsheet,my_library,"auctions, broadcasting",2022-09-17T11:40:09.000Z,https://www.fcc.gov/sites/default/files/social-media-sharing-fcc-logo.jpg,,False
