id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
876785041,How Asian dating sites cracked your biggest complaint—everyone lies online,,"Online dating site OKCupid has found an inexplicable number of men happen to be exactly six feet tall and there are four times as many people who claim to earn $100,000 per year as there should be. False advertising, or misrepresentation, is standard in any marketplace; the dating market is no different.",https://qz.com/167879/how-asian-dating-sites-cracked-your-biggest-complaint-everyone-lies-online,my_library,"behaviors, honesty, spin, subterfuge",2022-06-25T13:30:28.000Z,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/062d8bf837c2396891bfe3a465def773.jpg",,False
