id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
876769807,Objections Are Goals,,"After I published test && commit || revert, I got a variety of responses on Twitter and on Hacker News. The Twitter comments were mostly…",https://medium.com/@kentbeck_7670/objections-are-goals-9c9c2f27069,my_library,"grit-hustle-perseverence, motivation, objections, prodmgmt",2018-10-10T18:28:53.000Z,,,False
