id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
876776382,Discrete Cosine Transform in Video Compression - Explain Like I'm Five | OT,,Understand how the Discrete Cosine Transform or DCT works and is used in Image and Video compression to reduce the size of the data without affecting quality.,https://ottverse.com/discrete-cosine-transform-dct-video-compression,my_library,"algorithms-math, video",2020-11-29T20:17:26.000Z,https://i0.wp.com/ottverse.com/wp-content/uploads/2020/08/Explain-the-Discrete-Cosine-Transform-to-a-5-Year-Old.jpg,,False
