id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
876789933,The Top Five Static Site Generators (SSGs) for 2023 —&nbsp;and when to use them,,"There’s no shortage of static site generators (SSGs) to choose from, though I’ve limited the below...",https://dev.to/cloudcannon/the-top-five-static-site-generators-ssgs-for-2023-and-when-to-use-them-39pg,my_library,"programming, static-sites, webdev",2023-01-17T14:42:05.000Z,"https://media2.dev.to/dynamic/image/width=1000,height=500,fit=cover,gravity=auto,format=auto/https%3A%2F%2Fdev-to-uploads.s3.amazonaws.com%2Fuploads%2Farticles%2Fzp9xhm7mjqimcdnfs8us.jpg",,False
