id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
876797862,Meet Sohu:&nbsp;The&nbsp;World’s&nbsp;First&nbsp;Transformer&nbsp;Specialized Chip ASIC,,"The Sohu AI chip by Etched is a thundering breakthrough, boasting the title of the fastest AI chip to date. Its design is a testament to cutting-edge innovation, aiming to redefine the possibilities within AI computations and applications. At the center of Sohu's exceptional performance is its advanced processing capabilities, which enable it to handle complex computations at unprecedented speeds. With a capability of processing over 500,000 tokens per second on the Llama 70B model, the Sohu chip enables the creation of unattainable products with traditional GPUs. An 8xSohu server can effectively replace 160 H100 GPUs, showcasing their remarkable efficiency",https://www.marktechpost.com/2024/06/26/meet-sohu-the-worlds-first-transformer-specialized-chip-asic,my_library,"semiconductors, transformers",2024-06-28T16:24:14.000Z,https://www.marktechpost.com/wp-content/uploads/2024/06/Screenshot-2024-06-26-at-8.35.01-PM-1024x525.png,,False
