id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
876789594,Category Theory for Programmers: The Preface | &nbsp;&nbsp;Bartosz Milewski's Program,,Table of Contents Part One Category: The Essence of Composition Types and Functions Categories Great and Small Kleisli Categories Products and Coproducts Simple Algebraic Data Types Functors Functo…,http://bartoszmilewski.com/2014/10/28/category-theory-for-programmers-the-preface,my_library,"books, category-theory",2022-11-30T17:21:58.000Z,https://bartoszmilewski.com/wp-content/uploads/2014/10/img_1299.jpg?w=300,,False
