id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
876768945,Ruby “execute shell command” examples | alvinalexander.com,,,https://alvinalexander.com/blog/post/ruby/how-execute-external-shell-command-expansion,my_library,"linux, ruby",2017-10-11T19:32:14.000Z,,,False
