id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
876782504,The Experience Economy,,SAP’s acquisition of Qualtrics shows how the shift in technology has changed business; it is a perfect example of using the Internet to one’s advantage.,https://stratechery.com/2018/the-experience-economy,my_library,"ideas, prodmgmt, ui-ux",2022-01-29T20:13:02.000Z,https://i0.wp.com/stratechery.com/wp-content/uploads/2018/11/Paper.stratechery-Year-One.384.jpg?fit=1200%2C780&ssl=1,,False
