id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
876779142,App Store Arguments,,"There are all kinds of arguments to make about the App Store, and nearly all of them are good ones; that’s why the best solution can only come from Apple.",https://stratechery.com/2021/app-store-arguments,my_library,"mobile, platforms, prodmgmt",2021-06-03T21:21:53.000Z,https://i0.wp.com/stratechery.com/wp-content/uploads/2021/05/appstore-4.png?fit=1200%2C673&ssl=1,,False
