id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
876788369,Inventing Demand,,"Plus! BNPL; Coopetition; Marketplaces and Ads; Last Mile, Last Users; Value and Rates; Diff Jobs",https://www.thediff.co/p/inventing-demand,my_library,"demand-mgmt, prodmgmt",2022-08-22T21:04:46.000Z,"https://www.thediff.co/content/images/image/fetch/w_256,c_limit,f_auto,q_auto:good,fl_progressive:steep/https-3a-2f-2fbucketeer-e05bbc84-baa3-437e-9518-adb32be77984.s3.amazonaws.com-2fpublic-2fimages-2f5b730ae4-aa35-496e-8198-965a187e2e43_600x600.jpg",,False
