id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
881001427,San Francisco’s new cage-free dog shelter is a colorful utopia for older dogs,,"The new Muttville shelter is a high-design open-concept space, making the rescue experience more approachable and fun for both dogs and humans.",https://www.fastcompany.com/91199968/new-muttville-shelter?amp;utm_campaign=rss+fastcompany&amp;utm_content=rss&amp;utm_medium=feed&amp;utm_source=rss&partner=rss,my_library,"dogs, ideas",2002-10-24T00:00:00.000Z,"https://images.fastcompany.com/image/upload/f_webp,q_auto,c_fit/wp-cms-2/2024/10/01-91199968-muttville-dog-shelter.jpg",,False
