id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
876797153,&nbsp; The power of beauty in communicating complex ideas,,Can designers defend pursuing beauty when communicating science or innovation?,https://www.doc.cc/articles/power-of-beauty,my_library,"beauty, ui-ux, visualization",2024-06-11T06:52:20.000Z,https://images.prismic.io/doc-ux-collective/ZlO5DCk0V36pXo7Y_image7.jpg?auto=format%2Ccompress&rect=1440%2C74%2C3157%2C1631&w=1200&h=620,,False
