id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
876769674,The Approval Economy,,"Why every purchase is a performance   “I am not who you think I am; I am not who I think I am; I am who I think you think I am.” — Thomas Cooley About a month ago, I published what has become my mo…",https://zandercutt.com/2018/08/23/the-approval-economy,my_library,"permission, platforms, prodmgmt",2018-09-05T20:15:44.000Z,https://zandercutt.com/wp-content/uploads/2018/11/screen-shot-2018-11-17-at-12-37-54-pm.png,,False
