id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
876780080,What Does The Average RV Campsite Cost In 2022?,,"Is camping really an affordable activity? We break down the average RV campsite cost at luxury, mid-range, budget, and franchise RV parks.",https://camperreport.com/average-rv-campsite-cost-2022,my_library,"camping, expat-travel",2021-11-23T12:35:23.000Z,https://camperreport.com/wp-content/uploads/2021/11/shutterstock_2025829994-scaled.jpg,,False
876777351,Campers Choice Awards – Best Camping of 2020 | Campendium,,,https://www.campendium.com/camping/campers-choice-awards-2020,my_library,"camping, expat-travel",2021-01-14T02:31:37.000Z,,,False
876769670,Camp your way | Discover the best camping near you,,"From seaside campsites to luxury treehouses, we're the most comprehensive guide to camping and glamping across the UK. Camp on farms, beaches and country estates.",https://www.hipcamp.com,my_library,"camping, expat-travel, hiking",2018-09-03T15:07:55.000Z,https://www.hipcamp.com/campground-photos/ffkppwmgonztshic9fgv.jpg,,False
