id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
876793907,Whitewashing (censorship),,"Whitewashing is the act of minimizing or covering up vices, crimes or scandals, or of exonerating the guilty by means of a perfunctory investigation or biased presentation of data with the intention to improve someone's reputation.&#91;1&#93;",https://en.m.wikipedia.org/wiki/Whitewashing_(censorship),my_library,"censorship, whitewashing",2024-02-06T18:29:41.000Z,,,False
