id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
876784790,"Airliners Could Soon Fly in Formation, Just Like a Flock of Birds",,This makes too much sense not to try.,https://getpocket.com/explore/item/why-airliners-could-soon-fly-in-formation-just-like-a-flock-of-birds,my_library,"aviation, ideas",2022-06-19T11:49:52.000Z,"https://hips.hearstapps.com/hmg-prod/images/the-50th-edition-of-the-international-paris-air-show-at-le-news-photo-1609426900.?crop=1xw:0.79027xh;center,top&resize=1200:*",,False
