id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
876777299,Meet whale! ? The stupidly simple data discovery tool. | by Robert Yi | Dat,,And why your data science team needs it.,https://medium.com/df-foundation/meet-whale-the-stupidly-simple-data-discovery-tool-9f847c004b47,my_library,"discovery, machine-learning, programming",2021-01-02T22:02:11.000Z,https://miro.medium.com/v2/resize:fit:1200/1*ykBy51J1QhJ1BJsPem2KLg.png,,False
