id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
876793037,5 Types of Stories Leaders Need to Tell,,"Storytelling is an important leadership skill, and executives who want to succeed should master five types of narrative: Vision stories, which inspire a shared one; values stories that model the way; action stories that spark progress and change; teaching stories that transmit knowledge and skills to others; and trust stories that help people understand, connect with, and believe in you.",https://hbr.org/2023/09/5-types-of-stories-leaders-need-to-tell,my_library,"leadership, storytelling",2023-09-22T18:54:26.000Z,https://hbr.org/resources/images/article_assets/2023/09/Sep23_22_1417699431.jpg,,False
