id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
876795454,Tired of Streaming? Home-Grown 'Free Blockbuster' Libraries Are Trying to O,,"In 2019 Los Angeles film/TV producer Brian Morrison painted Blockbuster's logo onto an old newspaper box &mdash; and then filled it up with used DVDs.  ""The Free Blockbuster movement slowly gained traction,"" reports the New York Times &mdash; aided at times by social media &mdash;  ""and eventually m...",https://entertainment.slashdot.org/story/24/03/24/2245210/tired-of-streaming-home-grown-free-blockbuster-libraries-are-trying-to-offer-alternatives,my_library,"disruption, streaming",2024-03-25T10:27:53.000Z,https://a.fsdn.com/sd/topics/movies_64.png,,False
