id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
876780672,Serving ML Models with gRPC | by Austin Poor | Towards Data Science,,,https://towardsdatascience.com/serving-ml-models-with-grpc-2116cf8374dd,my_library,"machine-learning, rpc",2021-12-06T02:56:28.000Z,,,False
