id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
876773729,Building a BitTorrent client from the ground up in Go | Jesse Li,,"What is the complete path between visiting thepiratebay and sublimating an mp3 file from thin air? In this post, we'll implement enough of the BitTorrent protocol to download Debian. Look at the [Source code](https://github.com/veggiedefender/torrent-client/) or skip to the [last bit](/posts/torrent#putting-it-all-together).",https://blog.jse.li/posts/torrent,my_library,"golang, torrents",2020-02-19T20:06:57.000Z,,,False
