id,title,note,excerpt,url,folder,tags,created,cover,highlights,favorite
876797957,How Game Theory and AI Have Raised the Stakes in Top-Level Poker,,"Poker players can now employ AI to find the optimal playing strategy, but they often don’t use it. Here’s why",https://www.scientificamerican.com/article/the-nash-equilibrium-is-the-optimal-poker-strategy-expert-players-dont-always-use-it,my_library,"game-theory, poker",2024-07-20T03:24:03.000Z,https://static.scientificamerican.com/dam/m/5c5efef6f4d02ca0/original/GettyImages-2155907264web.jpg?w=1200,,False
